id,refuerzo_pico
DIS-DET-01,"PICOC[P: ARN viral en aguas residuales/comunidad; I: vigilancia molecular WBE; C: vs vigilancia clinica; O: monitoreo de circulacion; C: poblacion con baja tasa de testeo clinico] — ""Wastewater pathogen surveillance has become a critical tool for epidemic preparedness, enabling the monitoring of emerging SARS-CoV-2 variants in populations with low clinical testing rates."" (MejiaCalle_2024, p.10)"
DIS-DET-02,"PICOC[P: multiples patogenos en agua; I: WBS en sitio centinela; C: vs diagnostico individual; O: medida costo-efectiva de prevalencia local; C: entornos de recursos limitados/LMIC] — ""In particular, WBS offers a cost-effective, real-time measure enabling an understanding of the local prevalence of individual infectious agents within these resource-constrained settings (where individual diagnostic testing may not be feasible for acutely ill patients...)"" (Parkins_2023, p.39)"
DIS-CQ-01,"PICOC[P: muestras de aguas de PTAR; I: RT-qPCR + secuenciacion Nanopore; C: Cq tardios vs tempranos; O: menor eficiencia/calidad; C: PTAR Quitumbe] — ""observed CT values were relatively late, likely due to viral RNA fragmentation in the samples"" (MejiaCalle_2024, p.40)"
DIS-CQ-02,"PICOC[P: virus en aguas residuales; I: PCR por amplicones/secuenciacion; C: baja carga y ARN fragmentado; O: fallo en recuperacion genomica; C: matriz de aguas residuales] — ""This suggests that IAV was both present at a very low concentration and highly fragmented in these samples, which likely explains the failure to generate amplicons"" (Child_2023, p.8)"
DIS-CQ-03,"PICOC[P: SARS-CoV-2 en muestras de baja carga; I: PCR multiplex ARTIC; C: entre cargas virales; O: sesgo de cobertura por dimeros de cebadores; C: NGS] — ""a gradual increase in the overall coverage bias was observed as a sample's viral load decreased"" (Itokawa_2020, p.2)"
DIS-CQ-04,"PICOC[P: SARS-CoV-2 en aguas residuales; I: RT-qPCR/umbral de Cq + secuenciacion; C: por debajo/encima del umbral; O: umbral Cq<33 para genoma completo; C: vigilancia genomica de aguas] — ""Only samples with RT-qPCR CT values <33 (~25 genome copies/ul) yielded complete consensus genomes (Fig. 1d)"" (Crits_Christoph_2021, p.3)"
DIS-CQ-05,"PICOC[P: aguas residuales Dhaka con Ct 28.78-32.13; I: seleccion por Ct + secuenciacion Nanopore; C: cobertura obtenida; O: 94-99.8% de cobertura genomica; C: LMIC/Bangladesh] — ""the recovery of > 94% genome coverage from wastewater indicates the efficiency of the study."" (Haque_2023, p.7)"
DIS-LIN-01,sin refuerzo disponible
DIS-LIN-02,"PICOC[P: SARS-CoV-2 en agua/clinica; I: secuenciacion y asignacion de linajes; C: entre periodos; O: dominancia de JN.1; C: Americas/2024-2025] — ""variants lineages like 22F, 23A, and 23I (JN.1), the latest dominant along 2024."" (Bruno_2025, p.1)"
DIS-LIN-03,"PICOC[P: SARS-CoV-2 en aguas de Quito; I: secuenciacion de aguas vs clinica; C: aguas vs pacientes hospitalarios; O: JN.1 detectado incluso antes que en clinica; C: Quito, Ecuador 2023-2024] — ""the JN.1 lineage appeared during the infection peaks in Quito in October 2023 and February 2024, showing proportions similar to those found in circulating clinical samples from these periods and, in some cases, appearing even before clinical identification."" (MejiaCalle_2024, p.10)"
DIS-LIN-04,"PICOC[P: SARS-CoV-2 en aguas residuales; I: secuenciacion de aguas; C: vs deteccion clinica; O: deteccion temprana de variantes prevalentes; C: vigilancia comunitaria] — ""We detected emerging variants of concern up to 14 days earlier in wastewater samples,"" (Karthikeyan_2022, p.1)"
DIS-LIN-05,"PICOC[P: casos de SARS-CoV-2 en Ecuador; I: secuenciacion genomica; C: genomas vs total de casos; O: 12,619 genomas = 1.15% de casos; C: Comunidad Andina 2020-2024] — ""For Ecuador, a total number of 12,619 was obtained for the period of January 1st 2020 to December 31st 2024"" (Bruno_2025, p.4)"
DIS-LIN-06,"PICOC[P: genomas de SARS-CoV-2 de Ecuador; I: secuenciacion por ano; C: entre anos 2020-2024; O: caida a 744 en 2024, serie termina 2024; C: Ecuador] — ""distributed as 814 for 2020, 4,018 for 2021, 5,102 for 2022, 1,796 for 2023, and 744 for 2024."" (Bruno_2025, p.4)"
DIS-LIN-07,"PICOC[P: SARS-CoV-2 en aguas residuales; I: secuenciacion de aguas; C: vs esfuerzos clinicos locales; O: identifica genotipos no observados en clinica; C: registro genomico local] — ""variants not yet observed in local clinical sequencing efforts."" (Crits_Christoph_2021, p.2)"
DIS-ENT-01,"PICOC[P: enterovirus no-polio (NPEV) en aguas; I: vigilancia ambiental/WWS; C: umbral de deteccion esperado; O: 10-30% de muestras deberian revelar NPEV; C: red europea/OMS] — ""at least 10-30% of samples should reveal non-polio"" (OReilly_2020, p.1)"
DIS-ENT-02,"PICOC[P: enterovirus en aguas; I: muestreo pasivo/WWS; C: vs metodos de mayor rendimiento; O: menor sensibilidad; C: vigilancia ambiental] — ""however, the sensitivity of WWS is reduced. The lower sensitivity of the WWS system means that a higher number of in-"" (Rozanec_2026, p.9)"
DIS-ENT-03,"PICOC[P: poliovirus/enterovirus en agua; I: vigilancia ambiental (ES); C: vs vigilancia de PFA/AFP; O: deteccion sin casos clinicos registrados; C: complemento a AFP] — ""found in Lahore in the absence of AFP cases, which allowed the program to continue the"" (Asghar_2014, p.4)"
DIS-ENT-04,"PICOC[P: poliovirus en aguas residuales; I: vigilancia ambiental decadal; C: pais con IPV/historial de erradicacion; O: ausencia de poliovirus salvaje (WPV); C: Europa/Eslovaquia] — ""Of these, 1062 were PVs, WPVs were not found."" (Kissova_2022, p.4)"
DIS-ENT-05,"PICOC[P: VDPV2 en aguas de Canada; I: secuenciacion VP1/genoma; C: vs aislados de Londres y del caso de Nueva York; O: 99.4% (Londres) y 99.0% (Nueva York) de identidad; C: brote transnacional 2022] — ""Pair-wise analysis of the VP1 region revealed 99.4% identity with other environmental VDPV2 isolates sequenced from UK London sewage (OP410366.1) and 99.0% identity with the clinical isolate from New York State, USA-NY-22 (OP265178.1)."" (Seo_2025, p.3)"
DIS-ENT-06,"PICOC[P: poliovirus en aguas residuales; I: PCR anidada + Nanopore vs cultivo; C: metodo directo vs cultivo; O: recuperacion de la secuencia; C: vigilancia ambiental] — ""great promise for environmental surveillance applications uses nested PCR followed by Nanopore sequencing"" (Seo_2025, p.2)"
DIS-ENT-07,"PICOC[P: poliovirus; I: secuenciacion de VP1; C: cepas derivadas de vacuna vs salvajes; O: clasificacion por cambios en VP1; C: vigilancia molecular] — ""meet the criterion for a vaccine-derived poliovirus, having six to ten nucleotide changes in the gene coding for VP1 capsid protein."" (Klapsa_2022, p.1)"
DIS-RSV-01,"PICOC[P: RSV en aguas residuales; I: secuenciacion de genoma completo; C: entre niveles de carga viral; O: genomas completos solo con >10,000 copias/mL; C: recuperacion genomica RSV] — ""Complete genomes (coverages > 90%) were resolved from 118 of 122 (97%) samples with a viral load of > 10,000 copies/mL"" (Le_2025, p.4)"
DIS-RSV-02,"PICOC[P: RSV (virus envuelto) en aguas; I: recuperacion de ARN vs particulas; C: ARN libre/desnudo vs particula empaquetada; O: menor recuperacion de la particula; C: aguas residuales] — ""The recovery of free RNA of both viruses surpassed that of particles,"" (ToribioAvedillo_2024, p.7)"
